'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for GOOSEBERRY HILL Western Australia for November 2023,,,,,,,,,,
Issued at 06:31 GMT on Saturday 04 November 2023,,,,,,,,,,
© Copyright Commonwealth of Australia 2023 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
GOOSEBERRY HILL,28/10/2023,7.0, , ,25.7,9.9,74,26,6.34,27.54
GOOSEBERRY HILL,29/10/2023,3.8, , ,20.7,11.3,92,54,3.58,20.22
GOOSEBERRY HILL,30/10/2023,6.3, , ,25.0,10.0,79,27,4.96,27.81
GOOSEBERRY HILL,31/10/2023,7.5, , ,27.6,10.9,73,22,6.21,25.90
GOOSEBERRY HILL,01/11/2023,8.8, , ,31.6,13.4,73,18,6.19,28.18
GOOSEBERRY HILL,02/11/2023,9.7, , ,33.6,14.5,70,16,6.55,28.10
GOOSEBERRY HILL,03/11/2023,11.1, , ,33.3,14.4,67,18,9.84,27.11
Totals:,,54.2, , ,,,,,, 
