'IDCKWCDE11,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for PEARCE RAAF Western Australia for November 2023,,,,,,,,,,
Issued at 06:31 GMT on Saturday 04 November 2023,,,,,,,,,,
© Copyright Commonwealth of Australia 2023 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
PEARCE RAAF,28/10/2023,7.7,0.0, ,27.1,10.5,77,18,6.62,26.28
PEARCE RAAF,29/10/2023,4.2,0.0, ,23.9,7.2,89,45,3.74,19.27
PEARCE RAAF,30/10/2023,6.1,0.0, ,25.6,12.3,88,27,4.59,26.46
PEARCE RAAF,31/10/2023,8.3,0.0, ,28.5,10.8,70,18,7.19,24.59
PEARCE RAAF,01/11/2023,7.8,0.0, ,31.9,11.7,79,17,4.50,26.97
PEARCE RAAF,02/11/2023,10.6,0.0, ,34.7,16.0,62,12,7.00,26.76
PEARCE RAAF,03/11/2023,12.4,0.0, ,35.8,18.6,47,13,9.00,25.73
Totals:,,57.1,0, ,,,,,, 
