'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for AIREYS INLET Victoria for November 2023,,,,,,,,,,
Issued at 22:30 GMT on Thursday 02 November 2023,,,,,,,,,,
© Copyright Commonwealth of Australia 2023 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
AIREYS INLET,26/10/2023,3.0,5.0, ,14.3,5.5,90,58,7.60,18.94
AIREYS INLET,27/10/2023,3.8,0.0, ,16.6,10.0,92,50,2.96,25.86
AIREYS INLET,28/10/2023,5.8,0.0, ,24.9,8.4,93,21,5.30,20.08
AIREYS INLET,29/10/2023,3.8,0.0, ,18.1,7.0,89,51,2.56,25.39
AIREYS INLET,30/10/2023,3.8,0.0, ,19.6,9.8,93,48,6.30,16.65
AIREYS INLET,31/10/2023,3.2,4.8, ,15.6,6.9,86,51,4.73,17.32
AIREYS INLET,01/11/2023,3.8,0.0, ,17.6,10.0,73,51,4.45,19.40
Totals:,,27.2,9.8, ,,,,,, 
