'IDCKWCDE61,,,,,,,,,,
Australian Government Bureau of Meteorology,,,,,,,,,,
South Australia,,,,,,,,,,

Daily Evapotranspiration for REDESDALE Victoria for November 2023,,,,,,,,,,
Issued at 22:30 GMT on Thursday 02 November 2023,,,,,,,,,,
© Copyright Commonwealth of Australia 2023 Bureau of Meteorology (ABN 92 637 533 532),,,,,,,,,,
Please note Copyright Disclaimer and Privacy Notice <http://www.bom.gov.au/other/copyright.shtml>,,,,,,,,,,

,,Evapo-,,Pan,,,Maximum,Minimum,Average,
,,Transpiration,Rain,Evaporation,Maximum,Minimum,Relative,Relative,10m Wind,Solar
Station Name,Date,0000-2400,0900-0900,0900-0900,Temperature,Temperature,Humidity,Humidity,Speed,Radiation
,,(mm),(mm),(mm),(°C),(°C),(%),(%),(m/sec),(MJ/sq m)
REDESDALE,26/10/2023,3.7,0.0, ,17.0,1.3,87,44,5.42,20.96
REDESDALE,27/10/2023,4.7,0.0, ,20.8,5.1,81,25,2.67,26.47
REDESDALE,28/10/2023,4.4,0.0, ,22.8,1.9,90,25,3.25,18.36
REDESDALE,29/10/2023,6.4,0.0, ,28.3,3.7,93,13,3.41,26.25
REDESDALE,30/10/2023,4.9,0.0, ,22.8,10.4,82,31,3.32,23.54
REDESDALE,31/10/2023,4.2,0.4, ,19.7,4.1,87,35,2.97,24.25
REDESDALE,01/11/2023,3.9,0.0, ,18.4,1.3,98,48,3.36,26.39
Totals:,,32.2,0.4, ,,,,,, 
